"component","iteration","target_singular_value","left_rayleigh_singular_value","right_rayleigh_singular_value","cross_singular_value","left_relative_estimate_change","right_relative_estimate_change","left_relative_residual","right_relative_residual","max_relative_residual","convergence_conditions_met","consecutive_converged_checkpoints"
2,2800,102.864557553445,96.2199603017818,96.0450239713396,96.0450239713399,0.000155834762944885,0.000310689788187426,0.0440630636654809,0.0603830763369682,0.0603830763369682,FALSE,0
2,2900,102.864557553445,96.2338867419985,96.072321902615,96.0723219026148,0.00014473546001237,0.000284220151620037,0.0425783702562953,0.0580192075180547,0.0580192075180547,FALSE,0
2,3000,102.864557553445,96.246839382033,96.0973592170036,96.0973592170037,0.000134595416158149,0.000260609027581244,0.0411632170788997,0.0557981598804336,0.0557981598804336,FALSE,0
2,3100,102.864557553445,96.2589003707881,96.1203726097245,96.1203726097243,0.000125313089058663,0.000239479970193723,0.0398127351321711,0.053707149323038,0.053707149323038,FALSE,0
2,3200,102.864557553445,96.2701433753327,96.141568424705,96.1415684247049,0.00011679963620272,0.000220513241937703,0.0385225078802039,0.0517347949346375,0.0517347949346375,FALSE,0
2,3300,102.864557553445,96.280634619034,96.1611271312952,96.161127131295,0.000108977127627572,0.00020343652501905,0.0372885228942402,0.0498709539101143,0.0498709539101143,FALSE,0
2,3400,102.864557553445,96.290433776179,96.1792070804408,96.179207080441,0.000101777031110289,0.000188017234042738,0.0361071289601314,0.0481065756091398,0.0481065756091398,FALSE,0
2,3500,102.864557553445,96.2995947446263,96.1959476625528,96.1959476625526,9.51389259349465e-05,0.000174056146023389,0.0349749980343629,0.0464335727732142,0.0464335727732142,FALSE,0
2,3600,102.864557553445,96.3081663146122,96.211471967952,96.2114719679519,8.90094086967988e-05,0.00016138211407435,0.033889091496543,0.0448447080584905,0.0448447080584905,FALSE,0
2,3700,102.864557553445,96.3161927489786,96.2258890332169,96.2258890332171,8.33411607082502e-05,0.000149847673775582,0.0328466302056937,0.0433334941888331,0.0433334941888331,FALSE,0
2,3800,102.864557553445,96.3237142876999,96.2392957422679,96.2392957422679,7.80921515552447e-05,0.000139325385149858,0.0318450679218057,0.0418941061815804,0.0418941061815804,FALSE,0
2,3900,102.864557553445,96.3307675875944,96.2517784390942,96.2517784390943,7.3224957598843e-05,0.000129704781503743,0.0308820677031552,0.0405213042436336,0.0405213042436336,FALSE,0
2,4000,102.864557553445,96.3373861064239,96.2634142992459,96.263414299246,6.87061776336115e-05,0.000120889819808418,0.0299554809340389,0.039210366075042,0.039210366075042,FALSE,0
2,4100,102.864557553445,96.3436004391899,96.2742724991196,96.27427249912,6.45059308455383e-05,0.000112796745811874,0.0290633286772294,0.0379570274492102,0.0379570274492102,FALSE,0
2,4200,102.864557553445,96.3494386132497,96.284415215416,96.2844152154158,6.05974245639392e-05,0.000105352302676788,0.0282037850809094,0.0367574300618905,0.0367574300618905,FALSE,0
2,4300,102.864557553445,96.3549263478882,96.2938984816793,96.2938984816792,5.69565813509376e-05,9.84922247508603e-05,0.027375162601405,0.0356080757545863,0.0356080757545863,TRUE,1
2,4400,102.864557553445,96.3600872831455,96.3027729243078,96.3027729243079,5.35617165914647e-05,9.21599682682341e-05,0.0265758988311343,0.0345057863215245,0.0345057863215245,TRUE,2
2,4500,102.864557553445,96.3649431819973,96.3110843966822,96.3110843966821,5.039325916701e-05,8.63056392040944e-05,0.0258045447460664,0.0334476682031632,0.0334476682031632,TRUE,3
3,1,92.0531558416128,79.4959379442587,74.8984939580348,74.8886827626947,NA,NA,0.19036940002999,0.356628016689756,0.356628016689756,FALSE,0
3,100,92.0531558416128,79.6649098648119,75.4442367301143,75.4344342492687,0.00212554156756698,0.00728643185249184,0.182771966727371,0.340077475452655,0.340077475452655,FALSE,0
3,200,92.0531558416128,79.8221739156472,75.9533117064744,75.9435285432072,0.00197406927469331,0.00674769867685459,0.175490324975898,0.324172474144594,0.324172474144594,FALSE,0
3,300,92.0531558416128,79.9670625116658,76.422477909929,76.4127237191961,0.00181514219559648,0.00617703419263283,0.168584185933953,0.309059003430675,0.309059003430675,FALSE,0
3,400,92.0531558416128,80.1006018904647,76.8542535590916,76.8445371102784,0.0016699297761433,0.00564985147002848,0.16203517688625,0.294709939618399,0.294709939618399,FALSE,0
3,500,92.0531558416128,80.2237384272808,77.251141696661,77.24147091164,0.00153727355238235,0.00516416618716142,0.155825635778759,0.281096926411948,0.281096926411948,FALSE,0
3,600,92.0531558416128,80.3373432831674,77.615596447042,77.6059784436821,0.00141610024805294,0.00471779112096627,0.149938617175663,0.268190835425693,0.268190835425693,FALSE,0
3,700,92.0531558416128,80.4422171411859,77.9499965952444,77.9404377345328,0.00130541854799418,0.00430841433307193,0.144357890794676,0.255962153687992,0.255962153687992,FALSE,0
3,800,92.0531558416128,80.5390949308243,78.2566257027674,78.2471316379825,0.00120431525983988,0.00393366415543574,0.139067934029833,0.244381306177007,0.244381306177007,FALSE,0
3,900,92.0531558416128,80.6286504644543,78.5376579157998,78.5282336424457,0.00111195108048879,0.00359116190493259,0.134053919674227,0.23341892107947,0.23341892107947,FALSE,0
3,1000,92.0531558416128,80.7115009292741,78.7951486166225,78.7857985220904,0.00102755613969162,0.00327856352806917,0.129301699881003,0.223046044978324,0.223046044978324,FALSE,0
3,1100,92.0531558416128,80.788211194316,79.0310291046083,79.0217570167541,0.000950425455588348,0.00299359151073428,0.124797787247089,0.213234314612011,0.213234314612011,FALSE,0
3,1200,92.0531558416128,80.8592979051615,79.2471045550567,79.237913789087,0.000879914405760573,0.00273405841852855,0.120529333769093,0.203956091247953,0.203956091247953,FALSE,0
3,1300,92.0531558416128,80.9252333494555,79.4450545811979,79.4359479844261,0.000815434291444894,0.00249788338959028,0.116484108302548,0.195184563106351,0.195184563106351,FALSE,0
3,1400,92.0531558416128,80.9864490845395,79.6264358085675,79.6174158027423,0.000756448051494508,0.0022831028101842,0.112650473052411,0.186893820678684,0.186893820678684,FALSE,0
3,1500,92.0531558416128,81.0433393248918,79.7926859554135,79.7837545764393,0.000702466165579688,0.00208787628327084,0.109017359532984,0.17905890922296,0.17905890922296,FALSE,0
3,1600,92.0531558416128,81.0962640919079,79.9451289935824,79.9362879285462,0.000653042772632309,0.00191048886678707,0.10557424435736,0.171655862193426,0.171655862193426,FALSE,0
3,1700,92.0531558416128,81.145552132133,80.0849810388235,80.076231660316,0.000607772019796199,0.00174935042324232,0.102311125149011,0.164661718880973,0.164661718880973,FALSE,0
3,1800,92.0531558416128,81.1915036126343,80.2133566861533,80.2047000839224,0.000566284648929783,0.00160299279171422,0.0992184968097874,0.158054529103955,0.158054529103955,FALSE,0
3,1900,92.0531558416128,81.2343926039608,80.3312755642707,80.3227125742938,0.000528244821418074,0.00147006537301188,0.0962873283283286,0.15181334739707,0.15181334739707,FALSE,0
3,2000,92.0531558416128,81.2744693622539,80.4396689330546,80.4312001641416,0.000493347177326681,0.00134932961069742,0.0935090402697354,0.145918218796964,0.145918218796964,FALSE,0
3,2100,92.0531558416128,81.3119624226954,80.5393861903341,80.5310120483908,0.000461314121590083,0.00123965275593684,0.0908754830504563,0.140350158014564,0.140350158014564,FALSE,0
3,2200,92.0531558416128,81.3470805167119,80.6312011890712,80.6229218991699,0.00043189332750233,0.00114000122275699,0.0883789160709177,0.135091123512981,0.135091123512981,FALSE,0
3,2300,92.0531558416128,81.3800143252957,80.7158182946462,80.7076339210495,0.000404855446251308,0.00104943377163074,0.0860119877519077,0.130123987772584,0.130123987772584,FALSE,0
3,2400,92.0531558416128,81.4109380805372,80.7938781349017,80.7857885991927,0.000379992010296731,0.000967094702188156,0.0837677164984652,0.125432504818374,0.125432504818374,FALSE,0
3,2500,92.0531558416128,81.4400110270335,80.8659630137937,80.8579681112581,0.000357113517935507,0.000892207188911154,0.0816394725966195,0.121001275905665,0.121001275905665,FALSE,0
3,2600,92.0531558416128,81.4673787543139,80.9326019736824,80.9247013880885,0.000336047686330835,0.000824066855882384,0.0796209610332866,0.116815714105246,0.116815714105246,FALSE,0
3,2700,92.0531558416128,81.4931744108196,80.994275502148,80.9864688190594,0.000316637860454914,0.000762035656356761,0.077706205217612,0.112862008395772,0.112862008395772,FALSE,0
3,2800,92.0531558416128,81.5175198093438,81.0514198873276,81.04370660608,0.000298741565784787,0.000705536099005235,0.0758895315727103,0.109127087756451,0.109127087756451,FALSE,0
3,2900,92.0531558416128,81.5405264331838,81.1044312317049,81.0968107761677,0.00028222919310841,0.000654045844613426,0.0741655549597613,0.105598585654828,0.105598585654828,FALSE,0
3,3000,92.0531558416128,81.5622963516033,81.1536691384129,81.1461408666461,0.000266982804401354,0.000607092682362717,0.0725291648915268,0.102264805240505,0.102264805240505,FALSE,0
3,3100,92.0531558416128,81.5829230525678,81.1994600868815,81.1920232997974,0.000252895049394181,0.000564249884876083,0.0709755124892595,0.0991146854841659,0.0991146854841659,FALSE,0
3,3200,92.0531558416128,81.6024922000959,81.2421005163315,81.2347544654505,0.000239868183142675,0.00052513193319785,0.0694999981354244,0.0961377684405946,0.0961377684405946,FALSE,0
3,3300,92.0531558416128,81.6210823229796,81.2818596364552,81.2746035308509,0.000227813175584264,0.000489390597620694,0.0680982597744547,0.0933241677632331,0.0933241677632331,FALSE,0
3,3400,92.0531558416128,81.6387654410702,81.3189819848505,81.3118149973571,0.000216648904760208,0.000456711356769862,0.0667661618146086,0.0906645385548502,0.0906645385548502,FALSE,0
3,3500,92.0531558416128,81.6556076348013,81.3536897505074,81.3466110232687,0.000206301426045237,0.000426810134728252,0.065499784585763,0.0881500486031951,0.0881500486031951,FALSE,0
3,3600,92.0531558416128,81.6716695631296,81.3861848820914,81.3791935315134,0.000196703310324012,0.000399430335411219,0.0642954143103907,0.085772351021021,0.085772351021021,FALSE,0
3,3700,92.0531558416128,81.6870069346219,81.4166509989347,81.409746120104,0.000187793044691095,0.000374340152292898,0.0631495335478895,0.0835235582859708,0.0835235582859708,FALSE,0
3,3800,92.0531558416128,81.7016709359935,81.4452551217125,81.4384357923346,0.000179514489781969,0.000351330132434578,0.0620588120756835,0.0813962176566765,0.0813962176566765,FALSE,0
3,3900,92.0531558416128,81.715708622018,81.4721492387155,81.4654145226206,0.00017181638837515,0.000330210973773275,0.0610200981739439,0.0793832879265193,0.0793832879265193,FALSE,0
3,4000,92.0531558416128,81.7291632703692,81.4974717225572,81.4908206728214,0.000164651920396789,0.000310811535945808,0.0600304102842544,0.0774781174652738,0.0774781174652738,FALSE,0
3,4100,92.0531558416128,81.7420747046335,81.5213486110581,81.5147802727733,0.000157978299882449,0.000292977045744866,0.0590869290159827,0.0756744234907656,0.0756744234907656,FALSE,0
3,4200,92.0531558416128,81.7544795884284,81.5438947649617,81.5374081776984,0.000151756409899534,0.000276567479411723,0.0581869894773973,0.0739662725073824,0.0739662725073824,FALSE,0
3,4300,92.0531558416128,81.7664116932941,81.5652149141277,81.5588091141163,0.000145950471775689,0.000261456105664279,0.0573280739116516,0.0723480618451972,0.0723480618451972,FALSE,0
3,4400,92.0531558416128,81.7779021427744,81.585404602823,81.5790786248844,0.000140527745346869,0.000247528173824322,0.0565078046205733,0.0708145022324505,0.0708145022324505,FALSE,0
3,4500,92.0531558416128,81.7889796348791,81.6045510438214,81.5983039230741,0.000135458257236163,0.000234679733362061,0.0557239371617231,0.0693606013346136,0.0693606013346136,FALSE,0
3,4600,92.0531558416128,81.7996706449136,81.622733890134,81.6165646635014,0.000130714554481945,0.000222816571870461,0.0549743538063993,0.0679816481950629,0.0679816481950629,FALSE,0
3,4700,92.0531558416128,81.809999610477,81.6400259323983,81.6339336399342,0.000126271481069342,0.00021185325999414,0.0542570572481789,0.0666731985151427,0.0666731985151427,FALSE,0
3,4800,92.0531558416128,81.8199891002581,81.656493729176,81.6504774152296,0.000122105975171175,0.000201712292342934,0.0535701645531743,0.0654310607149257,0.0654310607149257,FALSE,0
3,4900,92.0531558416128,81.8296599681103,81.6721981767426,81.6662568909794,0.000118196885119886,0.000192323315015462,0.0529119013444936,0.0642512827199074,0.0642512827199074,FALSE,0
3,5000,92.0531558416128,81.8390314937411,81.6871950243118,81.6813278226064,0.000114524802308228,0.000183622430938012,0.0522805962144216,0.0631301394231635,0.0631301394231635,FALSE,0
3,5100,92.0531558416128,81.8481215112332,81.7015353400623,81.6957412852727,0.000111071909407675,0.000175551575081605,0.0516746753586472,0.0620641207768406,0.0620641207768406,FALSE,0
3,5200,92.0531558416128,81.8569465264956,81.715265932796,81.7095440954388,0.000107821842450053,0.000168057952357071,0.0510926574274093,0.0610499204712162,0.0610499204712162,FALSE,0
3,5300,92.0531558416128,81.8655218246424,81.7284297336071,81.7227791924355,0.000104759565445126,0.000161093532044345,0.0505331485888547,0.060084425163701,0.060084425163701,FALSE,0
3,5400,92.0531558416128,81.873861568203,81.7410661414793,81.735485983982,0.000101871256357343,0.000154614592662155,0.0499948378001121,0.0591647042241554,0.0591647042241554,FALSE,0
3,5500,92.0531558416128,81.8819788869846,81.7532113363611,81.7477006591863,9.91442033643646e-05,0.000148581312370705,0.0494764922817058,0.0582879999664949,0.0582879999664949,FALSE,0
3,5600,92.0531558416128,81.8898859603286,81.7648985629002,81.7594564722123,9.65667104226716e-05,0.000142957400058348,0.0489769531909421,0.0574517183398921,0.0574517183398921,FALSE,0
3,5700,92.0531558416128,81.8975940924386,81.7761583877067,81.7707839994861,9.41280112873885e-05,0.000137709763045071,0.0484951314898254,0.0566534200558175,0.0566534200558175,FALSE,0
3,5800,92.0531558416128,81.9051137813896,81.7870189327276,81.7817113730169,9.18181911732254e-05,0.000132808207612287,0.0480300040029532,0.055890812129742,0.055890812129742,FALSE,0
3,5900,92.0531558416128,81.9124547823758,81.7975060870535,81.7922644921564,8.96281153551269e-05,0.000128225169015404,0.0475806096606774,0.0551617398185299,0.0551617398185299,FALSE,0
3,6000,92.0531558416128,81.919626165702,81.8076436992501,81.8024672158887,8.754936407767e-05,0.000123935467981462,0.04714604592265,0.0544641789364565,0.0544641789364565,FALSE,0
3,6100,92.0531558416128,81.9266363699771,81.8174537520879,81.8123415375245,8.55741731646889e-05,0.000119916090894887,0.0467254653767004,0.0537962285343211,0.0537962285343211,FALSE,0
3,6200,92.0531558416128,81.9334932509259,81.8269565213757,81.8219077434982,8.36953798252278e-05,0.000116145991497818,0.0463180725078171,0.0531561039274118,0.0531561039274118,FALSE,0
3,6300,92.0531558416128,81.9402041261995,81.8361707204061,81.8311845577875,8.19063731737618e-05,0.000112605911573932,0.0459231206318546,0.0525421300591342,0.0525421300591342,FALSE,0
3,6400,92.0531558416128,81.9467758165284,81.8451136313969,81.8401892733268,8.02010490329744e-05,0.000109278219056799,0.0455399089884562,0.0519527351878951,0.0519527351878951,FALSE,0
3,6500,92.0531558416128,81.9532146835319,81.8538012251596,81.8489378716519,7.85737686359188e-05,0.000106146761574886,0.0451677799875719,0.0513864448854962,0.0513864448854962,FALSE,0
3,6600,92.0531558416128,81.9595266644691,81.8622482701046,81.8574451318873,7.7019320859916e-05,0.00010319673391545,0.0448061166038709,0.0508418763357764,0.0508418763357764,FALSE,0
3,6700,92.0531558416128,81.9657173041928,81.8704684315915,81.8657247300766,7.55328877026826e-05,0.000100414558122021,0.044454339913305,0.0503177329225986,0.0503177329225986,FALSE,0
3,6800,92.0531558416128,81.9717917845414,81.8784743625274,81.8737893297656,7.41100126781512e-05,9.77877748747671e-05,0.0441119067660431,0.0498127990965747,0.0498127990965747,TRUE,1
3,6900,92.0531558416128,81.9777549513857,81.8862777860256,81.8816506646459,7.27465718933625e-05,9.53049450291156e-05,0.0437783075900214,0.0493259355101285,0.0493259355101285,TRUE,2
3,7000,92.0531558416128,81.9836113395272,81.8938895708634,81.8893196140025,7.14387475595056e-05,9.29555603653722e-05,0.0434530643193802,0.0488560744106645,0.0488560744106645,TRUE,3
4,1,77.8365416322614,69.3637195898874,64.1158889015873,64.1090129425975,NA,NA,0.258087706611452,0.413955238352971,0.413955238352971,FALSE,0
4,100,77.8365416322614,69.4679183526516,64.3912861567994,64.3842841184694,0.00150220840779963,0.00429530432986427,0.254689735673231,0.406027401765358,0.406027401765358,FALSE,0
4,200,77.8365416322614,69.5698494022077,64.660349852554,64.653220502097,0.00146731112682394,0.00417857309294014,0.251360428446748,0.398223998349046,0.398223998349046,FALSE,0
4,300,77.8365416322614,69.6685748667649,64.9204583703572,64.9132017595533,0.00141908406307445,0.00402268961421253,0.248131683344317,0.390624075624075,0.390624075624075,FALSE,0
4,400,77.8365416322614,69.764221871359,65.1718263491703,65.1644425385296,0.00137288590698318,0.00387193783166262,0.245000589212215,0.383225329055874,0.383225329055874,FALSE,0
4,500,77.8365416322614,69.85691295995,65.4146749554411,65.4071640122009,0.00132863359046437,0.00372628204355872,0.241964278384305,0.376025238289556,0.376025238289556,FALSE,0
4,600,77.8365416322614,69.9467661760764,65.6492305048384,65.6415925011038,0.00128624659062732,0.00358567170985762,0.239019929063771,0.369021088967787,0.369021088967787,FALSE,0
4,700,77.8365416322614,70.0338951522372,65.8757231761607,65.8679581871869,0.00124564695301891,0.00345004304819163,0.236164767443452,0.362209993268763,0.362209993268763,FALSE,0
4,800,77.8365416322614,70.1184092065727,66.0943858186458,66.0864939212592,0.00120675930064701,0.00331932056215017,0.233396069578954,0.355588909206409,0.355588909206409,FALSE,0
4,900,77.8365416322614,70.2004134455562,66.30545285274,66.2974341238959,0.00116951083048509,0.00319341849507887,0.230711163027971,0.349154658738455,0.349154658738455,FALSE,0
4,1000,77.8365416322614,70.280008871521,66.5091592633633,66.5010137788358,0.00113383129896539,0.00307224220420865,0.228107428268624,0.342903944730771,0.342903944730771,FALSE,0
4,1100,77.8365416322614,70.3572924939685,66.705739683854,66.6974675170536,0.00109965299789233,0.00295568945191785,0.225582299909013,0.336833366827906,0.336833366827906,FALSE,0
4,1200,77.8365416322614,70.4323574437078,66.8954275680306,66.887028788944,0.00106691072209292,0.00284365161192406,0.223133267699657,0.330939436280756,0.330939436280756,FALSE,0
4,1300,77.8365416322614,70.5052930889792,67.0784544472237,67.06992912147,0.00103554172994595,0.00273601478975509,0.220757877360013,0.325218589782513,0.325218589782513,FALSE,0
4,1400,77.8365416322614,70.5761851528071,67.2550492686461,67.2463974566457,0.00100548569790927,0.00263266085776316,0.218453731229816,0.319667202363725,0.319667202363725,FALSE,0
4,1500,77.8365416322614,70.6451158309112,67.4254378111148,67.4166595673623,0.000976684669976455,0.00253346840603757,0.216218488755616,0.314281599396385,0.314281599396385,FALSE,0
4,1600,77.8365416322614,70.7121639095904,67.5898421738649,67.5809375463014,0.00094908300298698,0.00243831361111421,0.214049866822456,0.309058067755883,0.309058067755883,FALSE,0
4,1700,77.8365416322614,70.7774048830583,67.7484803340263,67.7394493635044,0.000922627308525946,0.00234707102515896,0.211945639940376,0.303992866188041,0.303992866188041,FALSE,0
4,1800,77.8365416322614,70.8409110697852,67.9015657682394,67.8924084880758,0.000897266392173521,0.00225961428888669,0.209903640295049,0.299082234926676,0.299082234926676,FALSE,0
4,1900,77.8365416322614,70.9027517274539,68.0493071338532,68.040023569461,0.000872951190700773,0.00217581677156177,0.207921757671588,0.294322404605182,0.294322404605182,FALSE,0
4,2000,77.8365416322614,70.9629931661989,68.191908005181,68.1824981737783,0.000849634707783417,0.0020955521420264,0.205997939260255,0.289709604503548,0.289709604503548,FALSE,0
4,2100,77.8365416322614,71.0216988598433,68.3295666603704,68.3200305707567,0.00082727194873238,0.00201869487474876,0.204130189352559,0.285240070170005,0.285240070170005,FALSE,0
4,2200,77.8365416322614,71.0789295548979,68.4624759145583,68.4528135669537,0.00080581985468309,0.00194512069494789,0.202316568935916,0.280910050454317,0.280910050454317,FALSE,0
4,2300,77.8365416322614,71.1347433771227,68.5908229951269,68.5810343810717,0.000785237236607892,0.00187470696690458,0.200555195194815,0.276715813987578,0.276715813987578,FALSE,0
4,2400,77.8365416322614,71.1891959354931,68.7147894550677,68.7048745573724,0.000765484709515145,0.00180733302980877,0.198844240926152,0.272653655141056,0.272653655141056,FALSE,0
4,2500,77.8365416322614,71.2423404234424,68.8345511206298,68.8245099133756,0.000746524627100252,0.00174288048485346,0.197181933876135,0.268719899494704,0.268719899494704,FALSE,0
4,2600,77.8365416322614,71.2942277172809,68.9502780696648,68.9401105182438,0.000728321017109884,0.00168123343801825,0.195566556005878,0.26491090884375,0.26491090884375,FALSE,0
4,2700,77.8365416322614,71.3449064717214,69.0621346372603,69.0518406984591,0.00071083951763179,0.00162227870179862,0.193996442692574,0.261223085770033,0.261223085770033,FALSE,0
4,2800,77.8365416322614,71.3944232124603,69.1702794455085,69.1598590676224,0.000694047314485581,0.00156590596013679,0.192469981872809,0.257652877802749,0.257652877802749,FALSE,0
4,2900,77.8365416322614,71.4428224257863,69.2748654544466,69.2643185774286,0.000677913079876095,0.00151200789958442,0.190985613134368,0.254196781191767,0.254196781191767,FALSE,0
4,3000,77.8365416322614,71.490146645204,69.3760400314463,69.3653665870796,0.000662406912421148,0.00146048031036902,0.189541826762541,0.250851344314933,0.250851344314933,FALSE,0
4,3100,77.8365416322614,71.536436535078,69.4739450365238,69.4631449486199,0.000647500278657457,0.00141122216017376,0.188137162746723,0.247613170739556,0.247613170739556,FALSE,0
