movie_id,title,intro,year,region,inferred_type,language,main_genre,all_genres,festival_name,festival_class,length
1306449,"怒火青春 / La Haine
                             / 仇恨 / 恨",1995-05-31 / 文森特·卡索 / 哈勃·孔黛 / 萨伊德·塔格马奥 / 伯努瓦·马吉梅尔 / 爱德华·蒙多特 / 菲里希黛·乌瓦希 / 弗朗西斯·利范德 / 嘉莲·维雅 / 彼德·卡索维茨 / 克里斯朵夫·罗西尼翁 / 文森特·林顿 / 马修·卡索维茨 / 安德烈·达芒 / 卡里姆·贝尔卡德拉 / 马克·迪莱特 / 菲利普·纳翁 / 齐达内·苏阿内 / 帕特里克·梅迪奥尼 / Héloïse Rauth / Cut Killer / 法国 / 马修·卡索维茨 / 98分钟 / 怒火青春 / 犯罪 / 剧情 / 马修·卡索维茨 Mathieu Kassovitz / 法语,1995,France,Movie,French,Crime,"['Crime', 'Drama']",,,98.0
1306490,"侠女 / 俠女
                             / 灵山剑影 / A Touch of Zen
                        
[可播放]",1970-07-10(中国台湾) / 1971-11-18(中国香港) / 徐枫 / 石隽 / 白鹰 / 田鹏 / 曹健 / 苗天 / 张冰玉 / 薛汉 / 乔宏 / 林正英 / 洪金宝 / 韩英杰 / 郝履仁 / 陈会毅 / 吴明才 / 万重山 / 王瑞 / 高明 / 山茅 / 贾鲁石 / 鲁直 / 杜伟和 / 谢仲谋 / 李逵 / 刘楚 / 张允文 / 徐庆春 / 成龙 / 中国台湾 / 中国香港 / 胡金铨 / 179分钟 / 200分钟(上下集) / 侠女 / 剧情 / 动作 / 武侠 / 古装 / 胡金铨 King Hu / 蒲松龄 Songling Pu / 汉语普通话,1970,Taiwan,Movie,Mandarin,Action,"['Drama', 'Action', 'Martial Arts', 'Costume']",,,179.0
1306505,"红高粱
                             / Red Sorghum / Sorgo rojo
                        
[可播放]",1988-02(柏林电影节) / 1988-10-10(中国大陆) / 2018-10-12(中国大陆重映) / 巩俐 / 姜文 / 滕汝骏 / 钱明 / 陈志刚 / 计春华 / 张艺谋 / 姚二嘎 / 胡晓光 / 贾兆冀 / 翟春华 / 董昆 / 张玉祥 / 杨前斌 / 王洪光 / 徐国庆 / 杜国光 / 聂来敬 / 周桂云 / 刘继 / 李育生 / 中国大陆 / 张艺谋 / 91分钟 / 剧情 / 历史 / 爱情 / 战争 / 莫言 Yan Mo / 陈剑雨 Jianyu Chen / 朱伟 Wei Zhu / 汉语普通话 / 日语,1988,Mainland China,Movie,Japanese,2War,"['Drama', 'History', 'Romance', '2War']",柏林电影节,A-list,91.0
1306522,"人造天堂 / ユリイカ
                             / 浩劫余生 / 尤里卡",2000-05-18(戛纳电影节) / 2001-01-20(日本) / 役所广司 / 宫崎葵 / 宫崎将 / 齐藤阳一郎 / 国生小百合 / 光石研 / 利重刚 / 松重丰 / 盐见三省 / 真行寺君枝 / 绪方义博 / 椎名英姬 / 中村有志 / 江角英明 / 尾野真千子 / 井上肇 / 日本 / 青山真治 / 217分钟 / 人造天堂 / 剧情 / 犯罪 / 青山真治 Shinji Aoyama / 日語,2000,Japan,Movie,,Crime,"['Drama', 'Crime']",戛纳电影节,A-list,217.0
1306523,"赤桥下的暖流 / 赤い橋の下のぬるい水
                             / Warm Water Under a Red Bridge",2001-11-03(日本) / 役所广司 / 清水美沙 / 中村贺津雄 / 五十岚信次郎 / 坂本澄子 / 北村有起哉 / 小岛圣 / 井口薰仁 / 根岸季衣 / 夏八木勋 / 不破万作 / 北村和夫 / 倍赏美津子 / 落合扶树 / 日本 / 法国 / 今村昌平 / 119分钟 / 赤桥下的暖流 / 剧情 / 爱情 / 奇幻 / 情色 / 富川元文 Motofumi Tomikawa / 天愿大介 Daisuke Tengan / 今村昌平 Shohei Imamura / 辺見庸 / 日语,2001,Japan,Movie,Japanese,1Erotic,"['Drama', 'Romance', 'Fantasy', '1Erotic']",,,119.0
1306612,"蜘蛛侠 / Spider-Man
                             / 蜘蛛人(台)
                        
[可播放]",2002-05-03(美国) / 2002-08-07(中国大陆) / 托比·马奎尔 / 威廉·达福 / 克斯汀·邓斯特 / 詹姆斯·弗兰科 / 克里夫·罗伯逊 / 罗斯玛丽·哈里斯 / J·K·西蒙斯 / 乔·曼根尼罗 / 格里·贝克尔 / 比尔·努恩 / 杰克·贝茨 / 斯坦利·安德森 / 罗恩·帕金斯 / 迈克尔·帕帕约翰 / 布鲁斯·坎贝尔 / 斯坦·李 / 伊丽莎白·班克斯 / 奥克塔维亚·斯宾瑟 / 露西·劳莱丝 / 莎拉·拉米尔兹 / 宾尼·尤奎德兹 / 斯科特·斯皮格尔 / 吉姆·诺顿 / 杰西·巴托克 / 金锋 / 阿什丽·艾德纳 / 罗伯特·科尔曼 / 彼得·阿佩尔 / 杰西·海曼 / 席尔瓦·克莱吉安 / 泰德·雷米 / 玛西·格雷 / 迈克·沃特福德 / Tammi Sutton / Lou Torres / Jillian Clare / Jacob Chambers / 兰迪·霍尔 / 菲利普·吴 / Kristen Marie Holly / 克劳迪娅·卡茨 / Derek C. Wallace / 阿杰·梅赫塔 / Lance Polland / Sean Valla / Jophery C. Brown / Alex Black / Andy Bray / 布拉德·格伦伯格 / Jill Sayre / 兰迪·萨瓦格 / 杰森·帕德格特 / Joy Michelle Moore / David Holcomb / Al Goto / Shane Habberstad / 比尔·卡尔弗特 / 洛伦·简斯 / Andray Johnson / 拉里·约书亚 / Juan M. Guerra / Ari Averbach / Patrick Coleman Duncan / Cody Cundiff / Richard Stephens / Marcus Gorman / 瑞克·艾弗里 / Gary Otto / Margaret Baker / John Wojnowski III / Erica D. Porter / Camille Bennett / Leroy Patterson / Peter Genovese / 萨默·雷石东 / Justin Neill / R.C. Everbeck / 美国 / 山姆·雷米 / 121 分钟 / 蜘蛛侠 / 动作 / 科幻 / 冒险 / David Koepp / Stan Lee / Steve Ditko / 英语,2002,USA,Movie,English,Sci-Fi,"['Action', 'Sci-Fi', '1Adventure']",,,121.0
1306626,"堤 / La jetée
                             / 停机坪 / 堤坝",1962-02-16 / 让·内格罗尼 / 埃莱娜·夏特兰 / 达沃斯·哈尼奇 / 雅克·勒杜 / Étienne Becker / 利贾·布拉尼卡 / 威廉姆·克莱因 / Germano Facetti / 法国 / 克里斯·马克 / 28 分钟 / 堤 / 短片 / 剧情 / 爱情 / 科幻 / 克里斯·马克 Chris Marker / 法语 / 德语,1962,France,Short,German,Sci-Fi,"['Drama', 'Romance', 'Sci-Fi']",,,28.0
1306634,"铁道员 / 鉄道員
                             / Poppoya / Railroad Man
                        
[可播放]",1999-06-05(日本) / 高仓健 / 大竹忍 / 广末凉子 / 吉冈秀隆 / 安藤政信 / 志村健 / 奈良冈朋子 / 田中好子 / 小林稔侍 / 板东英二 / 平田满 / 本田博太郎 / 石桥莲司 / 古关安广 / 小林成男 / 中原理惠 / 中本贤 / 田中要次 / 谷口纱耶香 / 浅田次郎 / 楯真由子 / 松崎骏司 / 日本 / 降旗康男 / 112分钟 / 铁道员 / 剧情 / 浅田次郎 Jirô Asada / 岩间芳树 Yoshiki Iwama / 日语,1999,Japan,Movie,Japanese,Drama,['Drama'],,,112.0
1306662,"死亡幻觉 / Donnie Darko
                             / 怵目惊魂28天(台) / 唐尼・达克
                        
[可播放]",2001-01-19(圣丹斯电影节) / 2001-10-26(美国) / 杰克·吉伦哈尔 / 霍尔姆斯·奥斯本 / 玛吉·吉伦哈尔 / 黛维·切斯 / 玛丽·麦克唐纳 / 詹姆斯·杜瓦尔 / 亚瑟·塔谢尔 / 帕特里克·斯威兹 / 大卫·圣.詹姆斯 / Tom Tangen / 茱莲妮·普迪 / Alex Greenwald / 贝丝·格兰特 / 吉娜·马隆 / 塞斯·罗根 / 诺亚·怀尔 / 德鲁·巴里摩尔 / Kristina Malota / Marina Malota / 泰勒·佩克 / Patience Cleveland / 凯瑟琳·罗斯 / Jack Salvatore Jr. / 李韦弗 / 菲利斯·里昂斯 / 阿什丽·提斯代尔 / 杰瑞·特雷纳 / 琼·布莱尔 / 弗兰·克朗茨 / 史考蒂·莱文沃斯 / 乔治·布什 / Michael Dukakis / 菲尔霍恩 / 南希·朱沃南 / 迪伊·奥斯汀·罗伯逊 / Jack Truman / 美国 / www.donniedarkofilm.com / 理查德·凯利 / 113分钟 / 133分钟(导演剪辑版) / 死亡幻觉 / 剧情 / 科幻 / 悬疑 / 惊悚 / 理查德·凯利 Richard Kelly / 英语,2001,USA,Movie,English,Sci-Fi,"['Drama', 'Sci-Fi', 'Mystery', '2Thriller']",圣丹斯电影节,A-list,113.0
1306664,"共同警备区 / 공동경비구역 JSA
                             / 共同警戒区(台) / JSA安全地带",2000-09-09(韩国) / 李英爱 / 李秉宪 / 宋康昊 / 金太祐 / 申河均 / 赫伯特·乌利齐 / 克里斯托夫·霍夫里希特 / 李汉伟 / 奇周峯 / 陈泰贤 / 李代延 / 林一圭 / 权南熙 / 金明秀 / 朴胜裴 / 韩国 / 朴赞郁 / 110分钟 / 共同警备区 / 剧情 / 金炫锡 Hyeon-seok Kim / 李无影 Mu-yeong Lee / 郑成山 Sung-san Jung / 朴赞郁 Chan-wook Park / 朴相彦 Sang-yeon Park / 韩语 / 英语 / 德语,2000,South Korea,Movie,German,Drama,['Drama'],,,110.0
1306666,"黑店狂想曲 / Delicatessen
                             / 妙不可言 / 熟食店
                        
[可播放]",1991-04-17(法国) / 帕斯卡尔·贝内泽 / 多米尼克·皮侬 / 玛丽-洛尔·杜尼亚克 / 让-克洛德·德雷菲斯 / 嘉莲·维雅 / 迪基·奥尔加多 / 安妮-玛丽·皮萨尼 / Boban Janevski / 吕菲斯 / 霍华德·沃侬 / 奇克·奥尔特加 / 西尔维·拉古纳 / 多米尼克·扎尔迪 / 莫里斯·拉米 / 马克·卡罗 / 法国 / 马克·卡罗 / 让-皮埃尔·热内 / 99 分钟 / 黑店狂想曲 / 喜剧 / 奇幻 / 让-皮埃尔·热内 Jean-Pierre Jeunet / 马克·卡罗 Marc Caro / 吉勒·阿德里安 Gilles Adrien / 法语,1991,France,Movie,French,Fantasy,"['Comedy', 'Fantasy']",,,99.0
1306692,"枪王 / 鎗王
                             / Double Tap
                        
[可播放]",2000-05-27(中国香港) / 张国荣 / 方中信 / 黄卓玲 / 陈法蓉 / 谷德昭 / 陈望华 / 古炳杰 / 张旭燊 / 蔡业信 / 黎志伟 / 蔡坚成 / 方平 / 戚务振 / 中国香港 / 罗志良 / 96 分钟 / 89 分钟(美国) / 枪王 / 动作 / 犯罪 / 罗志良 Chi-Leung Law / 杨倩玲 Sin Ling Yeung / 李厚颀 / 杨展鸿 / 粤语,2000,Hong Kong,Movie,Cantonese,Action,"['Action', 'Crime']",,,96.0
1306730,"钢琴教师 / La pianiste
                             / The Piano Teacher",2001-05-14(戛纳电影节) / 2001-09-05(法国) / 伊莎贝尔·于佩尔 / 安妮·吉拉尔多 / 伯努瓦·马吉梅尔 / 苏珊娜·洛塔尔 / 乌多·萨梅尔 / 安娜·西加勒维奇 / 格奥尔格·弗里德里希 / William Mang / Rudolf Melichar / Michael Schottenberg / Gabriele Schuchter / 迪特尔·贝尔讷 / Annemarie Schleinzer / Liliana Nelska / 薇薇安·巴奇 / 杰尔蒂·德拉斯尔 / 史黛芬妮·迪亚布卓 / Noam Morgensztern / Lisa Olah / Nick Stellate / Vitus Wieser / 伊娃·格林 / 奥地利 / 法国 / 德国 / 迈克尔·哈内克 / 131分钟 / 钢琴教师 / 剧情 / 爱情 / 惊悚 / 情色 / 迈克尔·哈内克 Michael Haneke / 艾尔芙蕾德·耶利内克 Elfriede Jelinek / 法语,2001,France,Movie,French,1Erotic,"['Drama', 'Romance', '2Thriller', '1Erotic']",戛纳电影节,A-list,131.0
1306791,"军中禁恋 / Beau travail
                             / 干得漂亮 / 出色工作",1999-09-04(威尼斯电影节) / 德尼·拉旺 / 米歇尔·索博 / 格莱戈尔·科林 / 尼古拉斯·迪佛休尔 / 玛尔塔·塔费塞·卡萨 / 理查德·库塞 / 法国 / 克莱尔·德尼 / 92分钟 / 军中禁恋 / 剧情 / 同性 / 克莱尔·德尼 Claire Denis / 让-波尔·法尔戈 Jean-Pol Fargeau / 赫尔曼·梅尔维尔 Herman Melville / 法语 / 意大利语 / 俄语,1999,France,Movie,Russian,1LGBTQ+,"['Drama', '1LGBTQ+']",威尼斯电影节,A-list,92.0
1306801,"我聘请了职业杀手 / I Hired a Contract Killer
                             / 我雇了一名合约杀手 / 我聘请了职业杀手
                        
[可播放]",1990-10-12(芬兰) / 让-皮埃尔·利奥德 / 玛吉·克拉克 / 肯尼斯·考利 / T·R·鲍温 / 伊莫金·克莱尔 / Angela Walsh / 查尔斯·科克 / Tex Axile / 沃尔特·斯帕罗 / 乔·斯特拉莫 / Peter Graves / 塞尔日·雷吉亚尼 / Ette Elliot / 阿基·考里斯马基 / Minna Virtanen / 芬兰 / 瑞典 / 德国 / 法国 / 英国 / 阿基·考里斯马基 / 79分钟 / 我聘请了职业杀手 / 剧情 / 喜剧 / 爱情 / 犯罪 / 阿基·考里斯马基 Aki Kaurismäki / 彼得·冯·巴赫 Peter von Bagh / 英语 / 芬兰语,1990,Germany,Movie,芬兰语,Comedy,"['Drama', 'Comedy', 'Romance', 'Crime']",,,79.0
1306809,"生化危机 / Resident Evil
                             / 2002恶灵古堡 / 生化危机之变种生还者(港)
                        
[可播放]",2002-03-15(美国) / 米拉·乔沃维奇 / 米歇尔·罗德里格兹 / 科林·萨蒙 / 埃里克·马比斯 / 詹姆斯·鲍弗 / 詹森·艾萨克 / 海克·玛卡琪 / 菲奥娜·格拉斯科特 / 帕斯奎尔·阿莱亚尔迪 / 马丁·克鲁斯 / 史蒂芬·比灵顿 / 杰米斯·巴特勒 / 约瑟夫·梅 / 丽兹·梅·布莱丝 / 杰米·哈丁 / Anna Bolt / 英国 / 德国 / 法国 / 美国 / 加拿大 / 保罗·安德森 / 100 分钟 / 生化危机 / 动作 / 科幻 / 恐怖 / 保罗·安德森 Paul W.S. Anderson / 英语,2002,USA,Movie,English,Sci-Fi,"['Action', 'Sci-Fi', '1Horror']",,,100.0
1306842,"男孩遇见女孩 / Boy Meets Girl
                             / 当男孩遇上女孩 / 男孩遇见女孩",1984-11-21 / 德尼·拉旺 / 米雷耶·佩里耶 / 多米尼克·雷蒙 / 法国 / 莱奥·卡拉克斯 / 100 分钟 / 男孩遇见女孩 / 剧情 / 爱情 / Leos Carax / 法语,1984,France,Movie,French,Romance,"['Drama', 'Romance']",,,100.0
1306885,"幻之光 / 幻の光
                             / 特殊家庭 / Illusion
                        
[可播放]",1995-12-09(日本) / 江角真纪子 / 内藤刚志 / 浅野忠信 / 木内绿 / 柄本明 / 樱睦子 / 赤井英和 / 市田广美 / 寺田农 / 大杉涟 / 桥本菊子 / 吉野纱香 / 日本 / 是枝裕和 / 110分钟 / 幻之光 / 剧情 / 荻田芳久 Yoshihisa Ogita / 宫本辉 Teru Miyamoto / 日语,1995,Japan,Movie,Japanese,Drama,['Drama'],,,110.0
1306911,"战栗空间 / Panic Room
                             / 房不胜防 / 颤栗空间
                        
[可播放]",2002-03-29(美国) / 朱迪·福斯特 / 克里斯汀·斯图尔特 / 福里斯特·惠特克 / 德怀特·尤科姆 / 杰瑞德·莱托 / 帕特里克·波查 / 保罗·舒尔茨 / 妮可·基德曼 / 梅尔·罗德里格斯 / 安德鲁·凯文·沃克 / 伊恩·布查南 / 安·麦格纽森 / 美国 / 大卫·芬奇 / 112 分钟 / 113 分钟(西班牙) / 战栗空间 / 剧情 / 犯罪 / 惊悚 / David Koepp / 英语,2002,USA,Movie,English,2Thriller,"['Drama', 'Crime', '2Thriller']",,,112.0
1306939,"推手
                             / Pushing Hands",1991-12-07(金马影展) / 郎雄 / 王莱 / 王伯昭 / 戴布·斯内德 / 李涵 / 陈捷文 / 李巨源 / 刘怡明 / 王洪彰 / 黎拨佳 / 中国台湾 / 美国 / 李安 / 105 分钟 / 推手 / 剧情 / 家庭 / 李安 Ang Lee / 詹姆斯·夏慕斯 James Schamus / 汉语普通话 / 英语 / 粤语,1991,Taiwan,Movie,Cantonese,Family,"['Drama', 'Family']",金马影展,Niche,105.0
1306951,"鹿鼎记2：神龙教 / 鹿鼎記II 神龍教
                             / 鹿鼎记II：神龙教 / Royal Tramp II",1992-09-24(中国香港) / 周星驰 / 邱淑贞 / 林青霞 / 李嘉欣 / 陈百祥 / 刘松仁 / 温兆伦 / 汤镇业 / 吴君如 / 袁洁莹 / 陈德容 / 秦沛 / 张敏 / 罗兰 / 谭淑梅 / 任世官 / 马海伦 / 郑雷 / 郑家生 / 尹尚林 / 杜伟和 / 黄德仁 / 中国香港 / 王晶 / 98分钟(香港) / 100分钟(台湾) / 鹿鼎记2：神龙教 / 喜剧 / 动作 / 武侠 / 古装 / 王晶 / 粤语,1992,Hong Kong,Movie,Cantonese,Action,"['Comedy', 'Action', 'Martial Arts', 'Costume']",,,98.0
1307049,"风中的母鸡 / 風の中の牝雞
                             / 风中的母鸡",1948-09-17 / 田中绢代 / 笠智众 / 水上令子 / 冈村文子 / 文谷千代子 / 高松荣子 / 村田知荣子 / 青木放屁 / 东野英治郎 / 佐野周二 / 坂本武 / 泉启子 / 日本 / 小津安二郎 / USA: 84 分钟 / Japan: 84 分钟 / 风中的母鸡 / 剧情 / 斋藤洋介 Ryôsuke Saitô / 小津安二郎 Yasujirô Ozu / 日语,1948,Japan,Movie,Japanese,Drama,['Drama'],,,84.0
1307106,"无间道2 / 無間道II
                             / 无间道前传 / Infernal Affairs II
                        
[可播放]",2003-10-01(中国香港) / 2003-10-17(中国大陆) / 陈冠希 / 余文乐 / 曾志伟 / 黄秋生 / 吴镇宇 / 刘嘉玲 / 胡军 / 张耀扬 / 连凯 / 惠英红 / 廖启智 / 张同祖 / 方平 / 敖志君 / 黄岳泰 / 陈德森 / 赵颂茹 / 叶世品 / 郑斌辉 / 许金峰 / 陈望华 / 尹志强 / 傅嘉莉 / 段伟伦 / 林仲岐 / 金来群 / 黄锐生 / 张碧珊 / 刘宗基 / 王文成 / 张旭燊 / 林国杰 / 雷小明 / 里卡多·马姆多 / 布兰登·雷亚 / 李霆锋 / 阎青妤 / 龙比意 / 吴廷烨 / 林威 / 张颕康 / 林富伟 / 邓泰和 / 戴豪辉 / 戚务振 / 贾仕峰 / 中国香港 / 刘伟强 / 麦兆辉 / 119分钟 / 110 分钟(德国电视版) / 无间道2 / 剧情 / 犯罪 / 惊悚 / 麦兆辉 / 庄文强 / 粤语 / 英语 / 汉语普通话 / 泰语,2003,Hong Kong,Movie,泰语,2Thriller,"['Drama', 'Crime', '2Thriller']",,,119.0
1307200,"机遇之歌 / Przypadek
                             / 盲打误撞(港) / Blind Chance",1987-01-10(波兰) / 1987-05-08(戛纳电影节) / 博古斯瓦夫·林达 / 塔德乌什·罗姆尼斯基 / 比涅尤·扎塔西奇斯 / 伯格斯拉娃·帕韦莱茨 / 马尔泽娜·泰巴拉 / 亚切克·博尔科夫斯基 / 亚切克·萨斯-乌赫里诺夫斯基 / 亚当·费仁希 / 莫妮卡·戈兹克 / 齐格蒙特·哈布纳 / 伊雷娜·比尔斯卡 / 波兰 / 克日什托夫·基耶斯洛夫斯基 / 114分钟 / 123分钟(未删节版) / 机遇之歌 / 剧情 / 克日什托夫·基耶斯洛夫斯基 Krzysztof Kieslowski / 波兰语,1987,,Movie,波兰语,Drama,['Drama'],戛纳电影节,A-list,114.0
1307210,"失眠症 / Insomnia
                             / 白夜追凶(港) / 针锋相对(台)
                        
[可播放]",2002-05-03(翠贝卡电影节) / 2002-05-24(美国) / 阿尔·帕西诺 / 希拉里·斯万克 / 罗宾·威廉姆斯 / 马丁·唐文 / 乔纳森·杰克逊 / 凯瑟琳·伊莎贝尔 / 奥利弗·欧雷·泽门 / 保罗·杜利 / 尼基·凯特 / 拉里·霍尔登 / 杰伊·布拉泽奥 / 洛恩·卡迪纳尔 / 詹姆斯·赫特森 / 安德鲁·坎贝尔 / 保拉·肖 / 克瑞斯塔尔·洛维 / 塔莎·西姆斯 / 毛拉·蒂尔内 / 马尔科姆·博丁顿 / 克莉·桑多米尔斯基 / 克里斯·高瑟 / 伊安·崔西 / 凯特·罗宾斯 / 艾米莉·帕金斯 / 迪恩·雷 / 美国 / 加拿大 / 克里斯托弗·诺兰 / 118分钟 / 失眠症 / 犯罪 / 剧情 / 悬疑 / 惊悚 / 希拉里·塞茨 Hillary Seitz / 尼古拉·弗罗贝纽斯 Nikolaj Frobenius / 埃里克·斯柯比约格 Erik Skjoldbjærg / 英语,2002,USA,Movie,English,1Suspense,"['Crime', 'Drama', 'Mystery', '2Thriller']",翠贝卡电影节,Niche,118.0
1307265,"晚春 / 晩春
                             / 处女心(台) / Banshun
                        
[可播放]",1949-09-13(日本) / 笠智众 / 原节子 / 月丘梦路 / 杉村春子 / 青木放屁 / 宇佐美淳 / 三宅邦子 / 三岛雅夫 / 坪内美子 / 桂木洋子 / 高桥丰子 / 红泽叶子 / 日本 / 小津安二郎 / 108分钟 / 晚春 / 剧情 / 家庭 / 广津和郎 / 野田高梧 Kôgo Noda / 小津安二郎 Yasujirô Ozu / 日语,1949,Japan,Movie,Japanese,Family,"['Drama', 'Family']",,,108.0
1307306,"黄昏的清兵卫 / たそがれ清兵衛
                             / 黄昏清兵卫 / The Twilight Samurai",2002-11-02(日本) / 真田广之 / 宫泽理惠 / 小林稔侍 / 大杉涟 / 吹越满 / 深浦加奈子 / 神户浩 / 草村礼子 / 吉田宪二 / 山崎贵 / 中村梅雀 / 赤冢真人 / 樱井千里 / 北山雅康 / 尾美利德 / 田中泯 / 岸惠子 / 丹波哲郎 / 伊藤未希 / 日本 / 山田洋次 / 129分钟 / 黄昏的清兵卫 / 剧情 / 历史 / 爱情 / 山田洋次 Yôji Yamada / 朝间义隆 Yoshitaka Asama / 藤泽周平 Shuuhei Fujisawa / 日语,2002,Japan,Movie,Japanese,Romance,"['Drama', 'History', 'Romance']",,,129.0
1307372,"一个字头的诞生 / 一個字頭的誕生
                             / Too Many Ways to Be No. 1",1997-03-14(中国香港) / 刘青云 / 吴镇宇 / 李若彤 / 徐锦江 / 张达明 / 郑祖 / 宋本中 / 黄卓玲 / 邹凯光 / 戎祥 / 太保 / 江锦荣 / 高天发 / 哈哈 / 黄玉云 / 林志泰 / 中国香港 / 韦家辉 / 90 分钟 / 一个字头的诞生 / 动作 / 喜剧 / 犯罪 / 韦家辉 Ka-Fai Wai / 司徒锦源 Kam-Yuen Szeto / 邹凯光 Matt Chow / 粤语 / 汉语普通话,1997,Hong Kong,Movie,Mandarin,Action,"['Action', 'Comedy', 'Crime']",,,90.0
1307394,"千年女优 / 千年女優
                             / Millennium Actress
                        
[可播放]",2001-07-28(加拿大奇幻电影节) / 2002-09-14(日本) / 庄司美代子 / 小山茉美 / 折笠富美子 / 饭塚昭三 / 小野坂昌也 / 津田匠子 / 铃置洋孝 / 京田尚子 / 德丸完 / 片冈富枝 / 石森达幸 / 佐藤政道 / 小形满 / 麻生智久 / 游佐浩二 / 肥后诚 / 坂口候一 / 志村知幸 / 木村亚希子 / 佐伯志 / 野岛裕史 / 浅野琉璃 / 园部好德 / 山寺宏一 / 津嘉山正种 / 日本 / 今敏 / 87 分钟 / 千年女优 / 动画 / 剧情 / 爱情 / 今敏 Satoshi Kon / 村井贞之 Sadayuki Murai / 日语,2001,Japan,Animation,Japanese,2Animation,"['Fantasy', '2Animation', 'Drama', 'Romance']",加拿大奇幻电影节,Niche,87.0
1307427,"泳池情杀案 / Swimming Pool
                             / 池畔谋杀案(台) / 游泳池
                        
[可播放]",2003-05-21 / 夏洛特·兰普林 / 露德温·塞尼耶 / 查尔斯·丹斯 / 让-玛丽·拉穆尔 / 米歇尔·富 / 让-克劳德·莱卡斯 / 艾米丽·加瓦·卡恩 / Frances Cuka / 法国 / 英国 / 弗朗索瓦·欧容 / 102 分钟 / 泳池情杀案 / 剧情 / 犯罪 / 悬疑 / 情色 / 弗朗索瓦·欧容 François Ozon / Emmanuèle Bernheim / Sionann O'Neill / 英语 / 法语,2003,France,Movie,French,1Erotic,"['Drama', 'Crime', 'Mystery', '1Erotic']",,,102.0
1307442,"速度与激情2 / 2 Fast 2 Furious
                             / 狂野极速(港) / 玩命关头2：飙风再起(台)
                        
[可播放]",2003-06-03(美国) / 保罗·沃克 / 泰瑞斯·吉布森 / 伊娃·门德斯 / 科尔·豪瑟 / 卢达克里斯 / 汤姆·巴瑞 / 詹姆斯·瑞马尔 / 戴文·青木 / 阿莫里·诺拉斯科 / 迈克尔·伊雷 / 欧阳靖 / 爱德华多·芬莱 / 小马克·布恩 / 莫·加里尼 / 罗伯托·桑切斯 / 尼尔·H·莫瑞兹 / 特洛伊·罗宾逊 / 埃里克·艾特巴里 / Sam Maloof / 约翰·塞纳迭姆博 / Troy Brown / Corey Michael Eubanks / 马克·麦考利 / 美国 / 德国 / 约翰·辛格顿 / 107分钟 / 速度与激情2 / 动作 / 犯罪 / 盖瑞·斯科特·汤普森 Gary Scott Thompson / 迈克尔·布拉德特 Michael Brandt / 德里克·哈斯 Derek Haas / 英语 / 西班牙语,2003,USA,Movie,Spanish,Action,"['Action', 'Crime']",,,107.0
1307488,"三更
                             / 쓰리 / Saam gaang",2002-08-15(中国香港) / 黎明 / 曾志伟 / 原丽淇 / 金惠秀 / 郑普硕 / 李霆锋 / 文晶熙 / 朴熹洵 / 岑建勋 / 崔贞媛 / 朴俊英 / 三池崇史 / 舒伟烈 / 崔政宇 / 中国香港 / 韩国 / 泰国 / 金知云 / 朗斯·尼美毕达 / 陈可辛 / 140 分钟 / 120 分钟(香港) / 137 分钟(韩国) / 爱情 / 悬疑 / 奇幻 / 恐怖 / 苏照彬 Chao-Bin Su / Ek Iemchuen / 金知云 Kim Ji-woon / 陈德森 Teddy Chan / 邹凯光 Matt Chow / 许月珍 Jojo Hui Yuet-chun / 朗斯·尼美毕达 Nonzee Nimibutr / Nitas Singhamat / 韩语 / 英语 / 汉语普通话 / 泰语 / 粤语,2002,Hong Kong,Movie,Cantonese,Fantasy,"['Romance', 'Mystery', 'Fantasy', '1Horror']",,,140.0
1307528,"盲井
                             / Blind Shaft",2003-02-12(柏林电影节) / 王双宝 / 王宝强 / 李易祥 / 安静 / 赵君 / 鲍振江 / 赵俊芝 / 王艺凝 / 刘振起 / 张露露 / 赵红 / 聂伟华 / 董治美 / 中国大陆 / 德国 / 中国香港 / 李杨 / 92 分钟 / 犯罪 / 剧情 / 李杨 Yang Li / 汉语普通话 / 河南方言,2003,Mainland China,Movie,Mandarin,Crime,"['Crime', 'Drama']",柏林电影节,A-list,92.0
1307538,"另一边 / De l'autre côté
                             / 彼端 / From the Other Side",2002-09-29 / 澳大利亚 / 比利时 / 芬兰 / 法国 / 香特尔·阿克曼 / 99分钟 / 另一边 / 纪录片 / Chantal Akerman / 法语 / 英语 / 西班牙语,2002,France,Documentary,Spanish,,[],,,99.0
