movie_id,title,intro,year,region,type,language,main_genre,all_genres,inferred_type,is_festival,festival_name,festival_class
35413042,"怒呛人生 / Beef
                             / 怀恨在心 / 牢骚",2023-04-06(美国) / 史蒂文·元 / 黄阿丽 / 约瑟夫·李 / 扬·马齐诺 / 雷米·霍尔特 / 崔大卫 / 佩蒂·安武 / 阿什利·朴 / 玛丽亚·贝罗 / 贾斯汀·闵 / 安德鲁·桑提诺 / 米娅·塞拉菲诺 / 埃迪·辛 / 提姆·乔 / 伯纳德·怀特 / 凯拉布莱克 / 艾农·斯凯 / 余朝汉 / 吴辛惠 / 彼得·布雷特曼耶 / 布拉德·李·温德 / 红桃 / 罗科·马西希 / Derron Ross / 米娅·切赫 / 杰斯滕·马里康达 / 伊娃·拉·戴尔 / Mark Weiler / Zandy Hartig / 索菲亚·布伊 / 丹·华纳 / 尼卡恩·罗宾逊 / 美国 / 宮崎光代 / 杰克·施莱尔 / 李成真 / 牢骚 / 40分钟 / 怒呛人生 / 剧情 / 喜剧 / 李成真 Sonny Lee / 凯莉·肯珀 Carrie Kemper / 亚历克斯·罗素 / 玛丽·汉洪·阮 / 尼科·古铁雷斯-科夫纳 / 乔安娜·卡洛 / 凯文·罗森 / 简·基昂·弗雷泽 / 爱丽丝·朱 Alice Ju / 英语,2023.0,USA,,English,Comedy,"['Drama', 'Comedy']",Movie,False,,
35383926,"山河之影
                             / 绣春刀·山河之影 / 绣春刀 山河之影
                        
[可播放]",2023-03-28(中国大陆) / 张云龙 / 陈若轩 / 孙怡 / 此沙 / 马渝捷 / 上白 / 尹铸胜 / 杨轶 / 杨博潇 / 苏豪 / 芮丹尼 / 高铭辰 / 葛凡之 / 胡宝森 / 中国大陆 / 李毅 / 曹华 / 45分钟 / 爱情 / 武侠 / 古装 / 李毅 Yi Li / 徐伊亮 Yiliang Xu / 袁漫潇 Manxiao Yuan / 严钰千 Yuqian Yan / 董芳辰 / 应志南 / 胡婷 Ting Hu / 汉语普通话,2023.0,Mainland China,,Mandarin,Costume,"['Romance', 'Martial Arts', 'Costume']",Movie,False,,
35372742,"无名
                             / Hidden Blade
                        
[可播放]",2023-01-22(中国大陆) / 梁朝伟 / 王一博 / 周迅 / 黄磊 / 森博之 / 大鹏 / 王传君 / 江疏影 / 张婧仪 / 周生昊 / 董易 / 古川岳史  / 彭广 / 赵左 / 高曙光 / 美浓轮泰史 / 金子浩拓  / 三浦研一 / 吴映 / 李欣 / 徐婧荧 / 佐佐木智大 / 木村顺傑 / 川上和文 / 王华健 / 杨昭月 / 苏阳 / 姚香于 / 刘俊明 / 刘一舟 / 卢泽天 / 于志庆 / 李永飞 / 毛纪明 / 薛宽 / 刘旭 / 韩姝妹 / 夏志卿 / 小柴 / 查理 / 大宝 / 中国大陆 / 程耳 / 128分钟 / 剧情 / 历史 / 悬疑 / 程耳 Er Cheng / 汉语普通话 / 沪语 / 粤语 / 日语,2023.0,Mainland China,,Japanese,Mystery,"['Drama', 'History', 'Mystery']",Movie,False,,
36016466,"展开说说
                             / What Sisters Say / 姐姐，这是可以说的吗？
                        
[可播放]",2023-02-03(中国大陆网络) / 杨笠 / 杨天真 / 易立竞 / 傅首尔 / 董宝石 / 春夏 / 李诞 / 刘擎 / 马伊琍 / 庞博 / 王昱珩 / 吴莫愁 / 周震南 / 中国大陆 / 45分钟 / 真人秀 / 刘娴 / 汉语普通话,2023.0,Mainland China,Reality Show,Mandarin,,[],Reality Show,False,,
35651927,"模仿犯
                             / Copycat Killer",2023-03-31(中国台湾) / 吴慷仁 / 柯佳嬿 / 林心如 / 庹宗华 / 姚淳耀 / 范少勋 / 江宜蓉 / 夏腾宏 / 侯彦西 / 汤志伟 / 吴岱凌 / 盛鉴 / 刘亮佐 / 黄河 / 陆夏 / 李亦捷 / 陈博正 / 曹芯瑜 / 邱偲琹 / 游安顺 / 王真琳 / 段钧豪 / 郑家榆 / 睦媄 / 徐裕杰 / 王道南 / 劉昌翰 / 林明森 / 周明宇 / 中国台湾 / 张荣吉 / 张亨如 / 55分钟 / 剧情 / 犯罪 / 悬疑 / 马克明 Keming Ma / 汉语普通话,2023.0,Taiwan,,Mandarin,Crime,"['Drama', 'Crime', 'Mystery']",Movie,False,,
34948595,"脐带
                             / 漫游在蓝色草原 / The Cord of Life
                        
[可播放]",2022-10-25(东京国际电影节) / 2022-12-23(海南岛国际电影节) / 2023-03-18(中国大陆) / 巴德玛 / 伊德尔 / 娜荷芽 / 苏日雅 / 卓拉 / 中国大陆 / 乔思雪 / 96分钟 / 剧情 / 家庭 / 乔思雪 Sixue Qiao / 蒙古语 / 汉语普通话,2022.0,Mainland China,,Mandarin,Family,"['Drama', 'Family']",Movie,True,东京国际电影节,Regional-Global
35800382,"花路阿朱妈 / 아줌마
                             / 大妈 / Ajoomma",2022-10-06(釜山电影节) / 2022-10-27(新加坡) / 洪慧芳 / 姜亨硕 / 郑栋焕 / 包勋评 / 吕珍九 / 新加坡 / 何书铭 / 90分钟 / 花路阿朱妈 / 剧情 / 喜剧 / 何书铭 / 翁诗杰 / 汉语普通话 / 韩语 / 英语 / 闽南语,2022.0,,,闽南语,Comedy,"['Drama', 'Comedy']",Movie,True,釜山电影节,Regional-Global
36156688,À Table！~跟着古代食谱学做菜 / À Table！～歴史のレシピを作ってたべる～,2023-01-09(日本) / 市川实日子 / 中岛步 / 水木薫 / 神野三铃 / 安藤裕子 / 芋生悠 / 安奈淳 / 日本 / 吉见拓真 / 30分 / À Table！~跟着古代食谱学做菜 / 横幕智裕 Tomohiro Yokomaku / 日语,2023.0,Japan,,Japanese,,[],Movie,False,,
27199894,"超级马力欧兄弟大电影 / The Super Mario Bros. Movie
                             / 超级马里奥兄弟 / 超级玛利欧兄弟电影版(台)",2023-04-05(美国/中国大陆) / 2023-04-27(日本) / 克里斯·帕拉特 / 安雅·泰勒-乔伊 / 查理·戴 / 杰克·布莱克 / 科甘-迈克尔·凯 / 塞斯·罗根 / 弗莱德·阿米森 / 凯文·迈克尔·理查德森 / 朱丽叶·杰勒尼克 / 塞巴斯蒂安·马尼斯科 / 卡里·佩顿 / 查尔斯·马丁内斯 / 杰西卡·迪西可 / 里诺·罗马诺 / 约翰·迪·马吉欧 / 艾瑞克·鲍扎 / 斯科特·门维尔 / 卡洛斯·阿拉斯拉奇 / 雅士利·伯奇 / 雷切尔·巴特拉 / 凯茜·卡瓦蒂妮 / 亚伦·亨德利 / 安迪·赫希 / 菲尔·拉马 / 杰里米·马克斯韦尔 / 埃里克·奥斯蒙德 / 李·肖顿 / 克里·萨莫 / 美国 / 日本 / 亚伦·霍瓦斯 / 迈克尔·杰勒尼克 / 92分钟 / 超级马力欧兄弟大电影 / 喜剧 / 爱情 / 科幻 / 动画 / 奇幻 / 冒险 / 马修·福格尔 Matthew Fogel / 英语,2023.0,Japan,,English,2Animation,"['Comedy', 'Romance', 'Sci-Fi', '2Animation', 'Fantasy', '1Adventure']",TV Series,False,,
36021623,"第三次世界大战 / جنگ جهانی سوم
                             / 片场风云 / 片场风暴(台)",2022-09-07(威尼斯电影节) / 莫森·坦纳班德 / 玛莎·海亚齐 / 内达·吉布拉伊利 / 伊朗 / 哈曼·赛耶迪 / 107分钟 / 第三次世界大战 / 剧情 / 犯罪 / 哈曼·赛耶迪 Hooman Seyedi / 阿日安·瓦兹达夫塔里 Arian Vazirdaftari / 阿扎德·贾法里安 Azad Jafarian / 波斯语 / 德语,2022.0,,,German,Crime,"['Drama', 'Crime']",Movie,True,威尼斯电影节,A-list
36122158,"饥渴游戏 / คนหิว เกมกระหาย
                             / Hunger",2023-04-08(泰国网络) / 茱蒂蒙·琼查容苏因 / 诺帕奇·贾亚纳玛 / 冈·斯瓦蒂 / 卜密巴特·塔沃斯理 / 泰国 / 西蒂斯里·蒙哥西里 / 130分钟 / 饥渴游戏 / 剧情 / 惊悚 / 空德·扎度蓝拉密 Kongdej Jaturanrasamee / 泰语,2023.0,,,泰语,2Thriller,"['Drama', '2Thriller']",Movie,False,,
35739931,"下一个素熙 / 다음 소희
                             / Next Sohee / 陰影下的她(台)",2022-05-25(戛纳电影节) / 2023-02-08(韩国) / 金时恩 / 裴斗娜 / 崔喜珍 / 宋永世 / 金宇谦 / 韩国 / 郑朱莉 / 134分钟 / 下一个素熙 / 剧情 / 郑朱莉 July Jung / 韩语,2022.0,South Korea,,Korean,Drama,['Drama'],Movie,True,戛纳电影节,A-list
34941536,"宇宙探索编辑部
                             / 宇宙编辑部的故事 / Journey to the West",2021-10-17(平遥国际影展) / 2023-04-01(中国大陆) / 杨皓宇 / 艾丽娅 / 王一通 / 蒋奇明 / 盛晨晨 / 郭帆 / 龚格尔 / 洛翼云 / 中国大陆 / 孔大山 / 118分钟 / 喜剧 / 科幻 / 孔大山 Dashan Kong / 王一通 Roy / 汉语普通话,2021.0,Mainland China,,Mandarin,Sci-Fi,"['Comedy', 'Sci-Fi']",Movie,True,平遥国际影展,Niche
26087471,"俄罗斯方块 / Tetris
                             / 俄罗斯方块：版权之争",2023-03-15(西南偏南电影节) / 2023-03-31(美国网络) / 塔伦·埃哲顿 / 迈尔斯·巴罗 / 尹成植 / 尼基塔·叶甫列莫夫 / 托比·琼斯 / 奥列格·斯特凡 / 罗杰·阿拉姆 / 安东尼·鲍伊 / 古畑新之 / 伊川东吾 / 長渕文音 / 伊戈尔·格拉布佐夫 / 山村宪之介 / 莫约·阿坎德 / 本·迈尔斯 / 马拉·胡夫 / 巴夫·乔希 / 格雷戈·科尔帕克奇 / 索菲娅·莱贝德娃 / 德米特里·沙拉科伊斯 / 列娃·安德烈瓦伊达 / 罗伯·洛克 / 马修·马什 / 阿尔弗雷多·塔瓦雷斯 / 亚伦·沃多沃兹 / 霍莉·伍德豪斯 / 珊侬·杨 / 梅兹·阿特伍德 / 英国 / 美国 / 乔·拜尔德 / 120分钟 / 俄罗斯方块 / 传记 / 惊悚 / 诺亚·平克 Noah Pink / 英语,2023.0,USA,,English,2Thriller,"['Biography', '2Thriller']",Movie,True,西南偏南电影节,Niche
35427334,"受够了自己 / Syk pike
                             / 厌恶自己 / 病上瘾(港)",2022-05-22(戛纳电影节) / 2022-09-09(挪威) / 克里斯汀·库亚斯·托普 / 埃里克·塞瑟 / 范妮·瓦格尔 / 莎拉·弗兰西斯卡·布雷恩 / 弗雷德里克·斯坦伯格·迪特勒夫-西蒙森 / 斯泰纳尔·克鲁曼·哈勒 / 英格丽德·沃尔兰 / 安德莉亚·巴伦·郝威格 / 亨里克·梅斯塔 / 安德斯·丹尼尔森·李 / 弗里达·纳特兰德 / 古伊·哈根·格兰丝 / 玛蒂尔达·霍格 / 塞达·伊特 / 伊丽莎白·伯克·阿舒霍格 / 泰耶·斯特罗姆德尔 / 挪威 / 瑞典 / 克里斯托弗·博格利 / 95分钟 / 受够了自己 / 剧情 / 喜剧 / 克里斯托弗·博格利 / 挪威语 / 瑞典语,2022.0,,,Other,Comedy,"['Drama', 'Comedy']",Movie,True,戛纳电影节,A-list
35519078,"两万种蜜蜂 / 20.000 especies de abejas
                             / 花蜂二万种(港) / 20,000 Species of Bees",2023-02-22(柏林电影节) / 索菲娅·奥特罗 / 帕特里夏·洛佩斯·阿奈斯 / 安·加巴拉因 / 马切洛·卢比奥 / 伊兹亚尔·拉兹卡诺 / 萨拉·科萨尔 / 米格尔·加尔塞斯 / 尤纳克斯·海登 / 西班牙 / 埃斯蒂巴利斯·乌雷索拉·索拉格伦 / 125分钟 / 两万种蜜蜂 / 剧情 / 埃斯蒂巴利斯·乌雷索拉·索拉格伦 Estibaliz Urresola Solaguren / 西班牙语 / 巴斯克语 / 法语,2023.0,,,French,Drama,['Drama'],Movie,True,柏林电影节,A-list
1853160,"狗咬狗
                             / 猎鹰出击 / Dog Bite Dog
                        
[可播放]",2006-08-17(中国香港) / 陈冠希 / 李灿森 / 裴唯莹 / 张兆辉 / 黎耀祥 / 林雪 / 林嘉华 / 火火 / 安吉拉·吴 / 任浩 / Sze-yan Lee / 黎志伟 / 中国香港 / 郑保瑞 / 103分钟 / 动作 / 犯罪 / 剧情 / 惊悚 / 邹凯光 Matt Chow / 李春晖 / 司徒锦源 Kam-Yuen Szeto / 英语 / 汉语普通话 / 粤语 / 泰语,2006.0,Hong Kong,,泰语,2Thriller,"['Action', 'Crime', 'Drama', '2Thriller']",Movie,False,,
35869656,"节拍器 / Metronom
                             / 严密监视的派对(台) / 派对有罪(港)",2022-05-20(戛纳电影节) / 弗拉德·伊凡诺夫 / Andreea Bibiri / 罗马尼亚 / 亚历山德鲁·贝尔克 / 102分钟 / 节拍器 / 剧情 / 亚历山德鲁·贝尔克 / 罗马尼亚语,2022.0,,,Other,Drama,['Drama'],Movie,True,戛纳电影节,A-list
35633996,"蓝色长袍 / Le bleu du caftan
                             / 蓝袍下的温柔(港) / The Blue Caftan",2022-05-24(戛纳电影节) / 卢巴纳·阿兹巴尔 / 萨莱·巴克里 / 摩洛哥 / 比利时 / 法国 / 玛丽亚姆·图扎尼 / 118分钟 / 蓝色长袍 / 剧情 / 同性 / 玛丽亚姆·图扎尼 Maryam Touzani / 阿拉伯语,2022.0,France,,阿拉伯语,1LGBTQ+,"['Drama', '1LGBTQ+']",Movie,True,戛纳电影节,A-list
35633651,"高中生 / Le Lycéen
                             / Winter Boy / 短途旅行",2022-09-10(多伦多电影节) / 2022-11-30(法国) / 保罗·基尔舍 / 文森特·拉科斯特 / 朱丽叶·比诺什 / 克里斯托夫·奥诺雷 / 威尔弗里德·卡佩 / 伊莎贝尔·塞文诺 / 让-菲利普·萨里奥 / 泽维尔·吉亚诺利 / 法国 / 克里斯托夫·奥诺雷 / 122分钟 / 高中生 / 剧情 / 同性 / 克里斯托夫·奥诺雷 Christophe Honoré / 法语,2022.0,France,,French,1LGBTQ+,"['Drama', '1LGBTQ+']",Movie,True,多伦多电影节,A-list
36242660,天堂旅馆 / Hotel Paraiso,秘鲁 / 20分钟 / 天堂旅馆 / 剧情 / 同性 / Gabriel Páucar Vásquez / 西班牙语,,,,Spanish,1LGBTQ+,"['Drama', '1LGBTQ+']",Movie,False,,
34430141,"平家物语：犬王 / 犬王
                             / INU-OH",2021-09-09(威尼斯电影节) / 2022-05-28(日本) / 2023-04-07(中国大陆) / Avu-chan / 森山未来 / 柄本佑 / 津田健次郎 / 松重丰 / 中川晴树 / 本多力 / 大友良英 / 后藤幸浩 / 山本健翔 / 日本 / inuoh-anime.com / 汤浅政明 / 98分钟 / 平家物语：犬王 / 动画 / 奇幻 / 音乐 / 野木亚纪子 Akiko Nogi / 古川日出男 / 日语,2021.0,Japan,,Japanese,2Animation,"['2Animation', 'Fantasy', '1Musical']",Movie,True,威尼斯电影节,A-list
35521951,"杀死福顺 / 길복순
                             / 格杀福顺 / Kill Boksoon",2023-02-18(柏林国际电影节) / 2023-03-31(韩国网络) / 全度妍 / 李絮 / 薛景求 / 黄政民 / 具教焕 / 金诗雅 / 法希姆·法兹利 / 金成伍 / Willis Chung / 尹敬浩 / 安德烈亚斯·弗龙克 / 李妍 / 崔秉默 / 韩国 / 边圣铉 / 137分钟 / 杀死福顺 / 动作 / 惊悚 / 卞成贤 Sung-hyun Byun / 韩语,2023.0,South Korea,,Korean,2Thriller,"['Action', '2Thriller']",Movie,True,柏林国际电影节,Niche
35197766,"逃出白垩纪 / 65
                             / 65：恐怖行星(台) / 65：绝境逃生(港)",2023-03-08(以色列) / 2023-03-10(美国) / 2023-03-31(中国大陆) / 亚当·德赖弗 / 阿丽亚娜·格林布拉特 / 克洛伊·科尔曼 / 妮卡·金 / 布莱恩·达尔 / 美国 / 加拿大 / 斯科特·贝克 / 布莱恩·伍兹 / 93分钟 / 逃出白垩纪 / 剧情 / 动作 / 科幻 / 惊悚 / 冒险 / 斯科特·贝克 Scott Beck / 布莱恩·伍兹 Bryan Woods / 英语,2023.0,USA,,English,Sci-Fi,"['Drama', 'Action', 'Sci-Fi', '2Thriller', '1Adventure']",Movie,False,,
36072639,"抽象画中的越南少女2 / Mười: Lời Nguyền Trở Lại
                             / Muoi: The Curse Returns / 替屍鬼2：詛咒再臨",2022-09-30(越南) / 红映 / 芝芙 / 英书 / 平明 / 阮芳青薇 / 越南 / 郑恒 / 抽象画中的越南少女2 / 剧情 / 恐怖 / Oscar Duong / Phil Wyatt / 越南语,2022.0,,,Other,1Horror,"['Drama', '1Horror']",Movie,False,,
35869654,"月球时代白日梦 / Moonage Daydream
                             / 月光白日梦 / 月球纪元的白日梦",2022-05-23(戛纳电影节) / 2022-09-16(美国) / 大卫·鲍伊 / 米克·容森 / Mike Garson / 杰夫·贝克 / Trevor Bolder / Greg Errico / 迈克尔·凯曼 / Tony Newman / David Sanborn / Luther Vandross / Adrian Belew / Lenny Pickett / Tony Thompson / 里夫斯·加布雷尔斯 / Russell Harty / 迪克·卡维特 / Mavis Nicholson / 布莱恩·伊诺 / 伊曼 / 德国 / 美国 / 布莱特·摩根 / 135分钟 / 月球时代白日梦 / 纪录片 / 音乐 / 布莱特·摩根 Brett Morgen / 英语,2022.0,USA,Documentary,English,1Musical,['1Musical'],Documentary,True,戛纳电影节,A-list
26984189,"坂本龙一：终曲 / Ryuichi Sakamoto: CODA
                             / Ryuichi Sakamoto: Coda
                        
[可播放]",2017-09-03(威尼斯电影节) / 2017-11-01(日本) / 2019-12-16(中国大陆) / 坂本龙一 / 日本 / 美国 / ryuichisakamoto-coda.com / 史蒂芬·野村·斯奇博 / 100分钟 / 坂本龙一：终曲 / 纪录片 / 音乐 / 日语,2017.0,Japan,Documentary,Japanese,1Musical,['1Musical'],Documentary,True,威尼斯电影节,A-list
35430833,"塔尔 / Tár
                             / 她 / Tár塔爾(台)",2022-09-01(威尼斯电影节) / 2022-10-07(美国) / 凯特·布兰切特 / 诺米·梅兰特 / 尼娜·霍斯 / 马克·斯特朗 / 苏菲·考尔 / 朱利安·格洛弗 / 阿兰·柯德勒 / 西尔维娅·弗洛特 / 亚当·戈普尼克 / 米拉·博戈耶维奇 / 泽斯潘·D·史密斯-格尼斯特 / 西德妮·莱蒙 / 玛丽-卢·塞勒姆 / 亚历克·鲍德温 / 杰西卡·汉森 / 亚特乔姆·吉尔茨 / 蒂亚·克拉奇伍利 / 李·R·塞拉斯 / 阿尔玛·洛尔 / 基蒂·沃森 / André Röhner / Frank Röth / 约翰·冯·比罗 / 仙妮娅·阿森察 / 山姆·道格拉斯 / 穆拉利·佩鲁马尔 / 埃德·怀特 / 文森特·里奥特 / Vivian Full / 露西·波尔 / 迪安娜·比伦特 / 法比安·蒂尔 / 美国 / 托德·菲尔德 / 158分钟 / 塔尔 / 剧情 / 音乐 / 托德·菲尔德 Todd Field / 英语 / 德语 / 菲律宾语 / 法语,2022.0,USA,,French,1Musical,"['Drama', '1Musical']",Movie,True,威尼斯电影节,A-list
35199447,"金爆行动 / Operation Fortune: Ruse de Guerre
                             / 玩命特攻：武演行动(台) / 伙星行动：扭计特攻(港)
                        
[可播放]",2023-01-05(德国) / 2023-01-31(英国) / 2023-03-24(中国大陆网络) / 杰森·斯坦森 / 奥布瑞·普拉扎 / 乔什·哈奈特 / 休·格兰特 / 加利·艾尔维斯 / 巴奇·马龙 / 彼得·费迪南多 / 埃迪·马森 / 洛德斯·法比尔斯 / 马克思·比斯雷 / 山姆·道格拉斯 / 阿克塞尔·乌斯顿 / 奥利弗·莫尔特曼 / 尔贡·凯尤卡 / 尤金娜·库日敏娜 / 文森特·王 / 卡安·乌尔甘哲奥卢 / 汤姆·罗森塔尔 / 帕克·索耶 / 提姆·塞菲 / 英国 / 中国大陆 / 土耳其 / 美国 / 盖·里奇 / 114分钟 / 金爆行动 / 喜剧 / 动作 / 盖·里奇 Guy Ritchie / 伊凡·阿特金森 Ivan Atkinson / 马恩·戴维斯 Marn Davies / 英语 / 汉语普通话,2023.0,Germany,,Mandarin,Action,"['Comedy', 'Action']",Movie,False,,
25868125,"穿靴子的猫2 / Puss in Boots: The Last Wish
                             / 无敌猫剑侠2 / 鞋猫剑客2(台)",2022-12-07(法国) / 2022-12-21(美国) / 2022-12-23(中国大陆) / 安东尼奥·班德拉斯 / 萨尔玛·海耶克 / 哈维·吉兰 / 弗洛伦丝·皮尤 / 约翰·木兰尼 / 瓦格纳·马拉 / 雷·温斯顿 / 萨姆森·卡约 / 奥利维娅·科尔曼 / 达明·乔伊·伦道夫 / 安东尼·门德斯 / 科迪·卡梅伦 / 乔尔·克劳福德 / 娜塔莉亚·克朗博尔德 / 保罗·费舍尔 / 贾努埃尔·梅尔卡多 / 亚提米丝·帕博达尼 / 詹姆斯·雷恩 / 贝琪·索达罗 / 康拉德·弗农 / 凯莉·艾莉莎·弗拉纳根 / 克里斯·米勒 / 美国 / 乔尔·克劳福德 / 贾努埃尔·梅尔卡多 / 102分钟 / 穿靴子的猫2 / 喜剧 / 爱情 / 动画 / 悬疑 / 奇幻 / 冒险 / 歌舞 / 汤米·斯威德洛 Tommy Swerdlow / 汤姆·惠勒 Tom Wheeler / 保罗·费舍尔 Paul Fisher / 英语 / 西班牙语,2022.0,France,,Spanish,2Animation,"['Comedy', 'Romance', '2Animation', 'Mystery', 'Fantasy', '1Adventure', '1Musical']",TV Series,False,,
34888000,"飞机陷落 / Plane
                             / 绝地迫降(港) / 迫降危机(台)",2023-01-13(美国) / 杰拉德·巴特勒 / 麦克·柯尔特 / 安柚鑫 / 丹妮艾拉·皮内达 / 保罗·本-维克托 / 雷米·阿德莱克 / 乔伊·斯洛特尼克 / 埃文·戴恩·泰勒 / 克拉罗·德洛斯·雷耶斯 / 托尼·戈德温 / 莉莉.库拉格 / 塔拉·维斯特伍德 / 奥利弗·特雷韦纳 / 凯莉·盖尔 / 艾梅柏·里维拉 / 莫德斯托·拉森 / 杰夫·弗朗西斯科 / 杰弗里·霍尔斯曼 / Haleigh Hekking / 英国 / 美国 / 让-弗朗索瓦·雷切 / 107分钟 / 飞机陷落 / 动作 / 惊悚 / 查尔斯·卡明 / J·P·戴维斯 J.P. Davis / 英语,2023.0,USA,,English,2Thriller,"['Action', '2Thriller']",Movie,False,,
36345691,"东北五仙

[可播放]",2023-04-07(中国大陆网络) / 王奎荣 / 安泽豪 / 范雷 / 萧松原 / 字马妘奕 / 何其炜 / 崔永炫 / 王李丹妮 / 路顺 / 王飞 / 中国大陆 / 李亚东 / 81分钟 / 悬疑 / 惊悚 / 娄燕 Yan Lou / 汉语普通话,2023.0,Mainland China,,Mandarin,2Thriller,"['Mystery', '2Thriller']",Movie,False,,
35633762,"灿烂的转身
                             / 她们的反击 / 姐姐的反击
                        
[可播放]",2023-04-01(中国大陆) / 秦岚 / 邓家佳 / 张峻宁 / 吴晓亮 / 孙宁 / 田依桐 / 保剑锋 / 胡可 / 张天阳 / 陈芷琰 / 孙思程 / 冯晖 / 许逗逗 / 中国大陆 / 陈畅 / 剧情 / 薛晶 Jing Xue / 汉语普通话,2023.0,Mainland China,,Mandarin,Drama,['Drama'],Movie,False,,
35558659,"暗夜情报员 第一季 / The Night Agent Season 1
                             / 夜间探员 / 夜班探员",2023-03-23(美国) / 加布里埃尔·巴索 / 卢西安·布坎南 / 周洪 / D.B.伍德塞德 / 恩里克·穆西安诺 / 伊芙·哈洛 / 莎拉·德贾斯丁 / 福拉·埃文斯·阿金博拉 / 菲尼克斯·拉伊 / 安德烈·安东尼 / 托比·莱文斯 / 库蒂斯·伦姆 / Alex Rose / 理查德·哈蒙 / 罗纳德·帕特里克·汤普森 / 卡瑞·玛切特 / 西蒙娜·凯塞尔 / 马基安·塔拉修克 / 丽贝卡·斯塔巴 / 格雷斯顿·霍尔特 / 斯蒂芬·阿德科鲁 / 杰西·弗雷泽 / 塞巴斯蒂安·罗伯特斯 / 杰森·德里恩 / 美国 / 赛斯·戈登 / 暗夜情报员 / 暗夜情报员 / 剧情 / 动作 / 惊悚 / 科里·德雄 Corey Deshon / Matthew Quirk / 英语,2023.0,USA,,English,2Thriller,"['Drama', 'Action', '2Thriller']",TV Series,False,,
33402300,"雷霆沙赞！众神之怒 / Shazam! Fury of the Gods
                             / 雷霆沙赞2 / 沙赞2",2023-03-15(澳大利亚) / 2023-03-17(美国/中国大陆) / 扎克瑞·莱维 / 亚瑟·安其 / 杰克·迪伦·格雷泽 / 海伦·米伦 / 刘玉玲 / 瑞秋·齐格勒 / 杰曼·翰苏 / 盖尔·加朵 / 亚当·布罗迪 / 格雷斯·卡罗琳·柯里 / 梅根·古德 / 罗斯·巴特勒 / D·J·科特罗纳 / 玛尔塔·米兰斯 / 库珀·安德鲁斯 / 约万·阿曼德 / 陈琦烨 / 费滋·赫尔曼 / 戴德里克·巴德 / P·J·伯恩 / 里兹万·曼吉 / 詹尼佛·霍兰德 / 史蒂夫·阿吉 / 马克·斯特朗 / 大卫·F·桑德伯格 / 洛塔·洛斯滕 / 德里克·罗素 / 艾比·格洛弗 / 马克·德米特 / 迈克尔·马里奥·古德 / 贾迈尔·钱伯斯 / 布莱德利·瑞安·奈斯贝尔 / 大卫·伦格尔 / 罗伯特·廷斯利 / 希拉里·哈利 / 泰勒·卡希尔 / 美国 / 大卫·F·桑德伯格 / 130分钟 / 雷霆沙赞！众神之怒 / 喜剧 / 动作 / 犯罪 / 奇幻 / 惊悚 / 冒险 / 亨利·盖登 Henry Gayden / 克里斯·摩根 Chris Morgan / 比尔·帕克 Bill Parker / C·C·贝克 C.C. Beck / 英语,2023.0,USA,,English,Fantasy,"['Comedy', 'Action', 'Crime', 'Fantasy', '2Thriller', '1Adventure']",Movie,False,,
35496289,"该死的阿修罗 / 該死的阿修羅
                             / Goddamned Asura",2021-11-12(台北金马影展) / 2022-03-11(中国台湾) / 莫子仪 / 黄姵嘉 / 黄圣球 / 潘纲大 / 王渝萱 / 张诗盈 / 时一修 / 丁宁 / 赖澔哲 / 黄劭扬 / 林志儒 / 凌心妤 / 周明宇 / 陈家逵 / 杨宗桦 / 中国台湾 / 楼一安 / 114分钟 / 该死的阿修罗 / 剧情 / 犯罪 / 楼一安 Yi-an Lou / 陈芯宜 Singing Chen / 汉语普通话 / 闽南语,2021.0,Taiwan,,闽南语,Crime,"['Drama', 'Crime']",Movie,True,台北金马影展,Niche
35555999,"立功·东北旧事
                             / 立功·东北妖山志异 / 立功
                        
[可播放]",2023-02-10(中国大陆) / 范伟 / 余男 / 潘斌龙 / 种丹妮 / 袁晶 / 韩彦博 / 刘冠成 / 罗辑 / 董宝石 / 孙宁 / 曹瑞 / 张百乔 / 李会长 / 张志勇 / 王伟源 / 贺思浓 / 杜鹃 / 王亮 / 刘大为 / 朴朕 / 沐炎 / 陆星 / 赵漾 / 陈广文  / 李天华 / 杨珺涵 / 邵蝉先 / 高尚 / 徐本一 / 杨一洋 / 王鲁 / 杜双宇 / 朴晨翌 / 中国大陆 / 查慕春 / 45分钟 / 剧情 / 喜剧 / 悬疑 / 查慕春 Muchun Zha / 汉语普通话,2023.0,Mainland China,,Mandarin,Comedy,"['Drama', 'Comedy', 'Mystery']",Movie,False,,
35354759,"巴黎夜旅人 / Les Passagers de la nuit
                             / 巴黎路人 / 夜之旅客",2022-02-13(柏林电影节) / 2022-05-04(法国) / 夏洛特·甘斯布 / 基多·雷昂-里希特 / 诺亚·阿比塔 / 梅根·诺瑟姆 / 提布尔·凡松 / 艾曼纽·贝阿 / 洛朗·波瓦特诺 / 迪迪埃·桑德尔 / 莉莉丝·格拉斯穆格 / 卡利克特·布罗欣-杜塔兹 / 欧菲莉亚·科尔布 / 伊苏尔·穆特里尔 / 法国 / 米夏埃尔·艾斯 / 111分钟 / 巴黎夜旅人 / 剧情 / 米夏埃尔·艾斯 Mikhaël Hers / 莫德·阿美林 Maud Ameline / 玛里埃特·黛塞尔 Mariette Désert / 法语,2022.0,France,,French,Drama,['Drama'],Movie,True,柏林电影节,A-list
